,工程名稱,監造單位,施工廠商,施工期間,決標金額,重要公告,設計單位
10716,二坪岡段228-8及762-2旁野溪整治工程,森堡工程技術顧問有限公司,成洋土木包工業(苗栗縣),民國108年03月13日至108年08月09日,"3,670千元",截至108年08月底實際進度： 100.00%,
10717,頭屋象山孔聖段野溪整治工程,將暐工程技術顧問有限公司,富斌營造有限公司,民國108年07月31日至108年12月07日,"4,039千元",截至108年08月底實際進度：  45.00%,
10718,飛鳳石盤沙河溪整治工程,山林技術顧問有限公司,川石營造有限公司,民國108年08月28日至108年12月25日,"2,453千元",截至108年09月底實際進度：  47.00%,
10719,頭屋枋寮坑段329-3旁野溪整治工程,乾坤技術顧問股份有限公司,成洋土木包工業(苗栗縣),民國108年04月10日至108年08月26日,"3,160千元",截至108年08月底實際進度： 100.00%,
10720,台13線20K+900~26K+500道路品質改善工程,交通部公路總局第二區養護工程處苗栗工務段,統集營造有限公司,民國108年09月23日至109年02月19日,"45,590千元",截至年月底實際進度：(未填)%,
10721,108年度苗栗段轄區省道台1、台1己、台13甲、台61、台72線公路及橋梁維修改善工程,交通部公路總局第二區養護工程處苗栗工務段,金堡營造股份有限公司,民國107年12月01日至108年11月30日,"10,830千元",截至108年09月底實際進度：  75.00%,
10722,107年度苗栗段轄區省道橋梁結構維修改善工程,交通部公路總局第二區養護工程處苗栗工務段,隆盛營造有限公司,民國107年08月12日至108年08月20日,"24,420千元",截至108年09月底實際進度： 100.00%,
10723,採油工程處錦水63號井擋土牆搶修工程,台灣中油股份有限公司探採事業部工程服務處,苗盛營造有限公司,民國108年06月25日至108年12月31日,"1,250千元",截至108年09月底實際進度：  47.27%,
10724,老田寮溪獅潭護岸等5處加高加強工程,經濟部水利署第二河川局,環市營造有限公司,民國108年05月27日至108年10月23日,"12,740千元",截至108年09月底實際進度：  56.81%,
10725,南庄鄉東河村鹿場風美聯絡道路改善工程,益將工程技術顧問有限公司,春源營造有限公司,民國107年12月07日至108年08月21日,"12,420千元",截至108年09月底實際進度：  96.73%,
10726,南庄鄉南江村東江新新部落基礎環境改善工程(第二期),益將工程技術顧問有限公司,良益土木包工業(苗栗縣),民國108年08月19日至108年12月23日,"3,387千元",截至108年09月底實際進度：  29.77%,
10727,108年度南庄鄉及獅潭鄉部落環境改善工程,益將工程技術顧問有限公司,良益土木包工業(苗栗縣),民國108年07月30日至108年09月24日,"1,894千元",截至108年09月底實際進度： 100.00%,
10728,108年度苗栗縣泰安鄉、南庄鄉沿線道路綠美化養護工程,苗栗縣政府農業處林務科,莉園園藝有限公司,民國108年02月20日至109年02月28日,"1,882千元",截至108年09月底實際進度：  70.00%,
10729,南庄鄉東村3鄰農路災害復建工程,夆睿工程顧問有限公司,富侑土木包工業,民國108年01月11日至108年05月28日,"2,036千元",截至108年08月底實際進度：   0.00%,
10730,南庄鄉風美段加里山農路災害復建工程,夆睿工程顧問有限公司,良益土木包工業(苗栗縣),民國108年08月02日至108年11月11日,"2,027千元",截至108年08月底實際進度：   0.00%,
10731,縣道124乙線6K+400處道路邊坡災害復建工程,茗竑工程顧問有限公司,佳翔營造有限公司,民國108年09月16日至108年12月14日,"2,040千元",截至108年09月底實際進度：  10.00%,
10732,南庄鄉南河圳員林橋上下游護岸工程,麗鄴工程顧問有限公司,富鼎土木包工業(苗栗縣),民國108年08月02日至108年10月28日,"1,813千元",截至108年09月底實際進度：  10.00%,
10733,苗栗縣東河國小整建運動場地工程,穀山技術顧問有限公司,名田營造工程有限公司,民國108年09月13日至108年10月25日,"2,640千元",截至108年09月底實際進度：  44.20%,
10734,苗栗縣田美國民小學107年度圍牆新建及周邊整修工程,李瑞昌建築師事務所,霖森土木包工業(苗栗縣),民國108年08月21日至108年11月05日,"2,450千元",截至年月底實際進度：(未填)%,
10735,南庄國民小學東棟校舍拆除重建工程,陳文有建築師事務所,迦樂營造有限公司,民國107年10月22日至108年09月14日,"24,000千元",截至108年09月底實際進度：  88.55%,
10736,107年度南庄鄉小型建設工程(道路工程),華勝工程顧問有限公司,東虹土木包工業,民國108年07月14日至108年10月11日,"2,100千元",截至108年08月底實際進度：  15.00%,
10737,108年度原住民地區簡易自來水設施修繕及養護工程(開口契約),苗栗縣南庄鄉公所,東虹土木包工業,民國108年04月08日至108年10月30日,"1,040千元",截至108年09月底實際進度：  85.70%,
10738,107年南庄鄉迫切小型改善工程道路(一),華勝工程顧問有限公司,亦陞營造有限公司,民國108年04月28日至108年06月26日,"3,420千元",截至108年09月底實際進度： 100.00%,
10739,108年本鄉道路坑洞修補及鄉內設施維修工程開口合約,苗栗縣南庄鄉公所,東虹土木包工業,民國108年02月19日至108年12月31日,"1,985千元",截至108年08月底實際進度：  45.30%,
10740,107年度南庄鄉小型建設工程(AC路面工程),華勝工程顧問有限公司,亦陞營造有限公司,民國108年06月09日至108年07月18日,"1,000千元",截至108年09月底實際進度： 100.00%,
10741,107年度南庄鄉迫切小型改善工程(二)-東河村、南江村、西村,允田土木技師事務所,昇展營造有限公司,民國108年09月17日至108年12月20日,"3,235千元",截至年月底實際進度：(未填)%,
10742,苗栗縣警察局頭份分局南庄分駐所辦公廳舍新建工程,陳世國建築師事務所,佑福營造工程有限公司,民國108年04月08日至109年04月01日,"29,600千元",截至108年08月底實際進度：  11.66%,
10743,南富四灣段坑溝整治工程,乾坤技術顧問股份有限公司,永明土木包工業(苗栗縣),民國108年07月31日至108年11月27日,"2,389千元",截至108年08月底實際進度：  46.00%,
10744,南庄南富四灣段坑溝整治工程,山林技術顧問有限公司,三齊實業有限公司,民國108年03月06日至108年09月16日,"3,110千元",截至108年08月底實際進度：  89.00%,
10745,東河村蘿菈農路改善工程,山河工程顧問有限公司,永明土木包工業(苗栗縣),民國108年08月08日至109年01月04日,"2,758千元",截至108年08月底實際進度：  20.00%,
10746,加里山步道設施改善工程,上境工程設計顧問有限公司,富斌營造有限公司,民國108年07月12日至108年12月18日,"4,388千元",截至108年08月底實際進度：  21.00%,
10747,南庄國際文創故事館歷史建築物修復工程(第一期),承熙建築師事務所,沆泰營造有限公司,民國108年04月12日至108年12月07日,"15,600千元",截至108年08月底實際進度：  34.90%,
10748,345KV天輪~龍潭線#101塔基改建工程,台灣電力股份有限公司新桃供電區營運處,益泰營造有限公司,民國107年06月15日至108年10月04日,"17,889千元",截至108年09月底實際進度：  97.00%,
10749,南庄溪南庄堤防環境改善工程(二),經濟部水利署第二河川局,新享營造有限公司,民國108年05月20日至108年10月16日,"10,300千元",截至108年08月底實際進度：  50.49%,
10750,108年度縣鄉道等路面破損修復工程(第二區開口契約),暘昇工程顧問有限公司,文泉營造股份有限公司,民國107年12月22日至109年01月31日,"7,065千元",截至108年09月底實際進度：  55.00%,
10751,苗栗縣文峰國小107年度辦公大樓南側1-2樓老舊廁所整建工程,鍾袁鎧建築師事務所,鑫盛營造有限公司,民國108年05月28日至108年07月26日,986千元,截至108年08月底實際進度：  58.30%,
10752,新隆村3鄰馬林坑野溪砌石護岸損壞及護岸基腳掏空案等2件,暘昇工程顧問有限公司,旭昇營造有限公司,民國108年08月16日至108年10月14日,"1,079千元",截至108年08月底實際進度：  30.00%,
10753,苗栗縣銅鑼鄉銅鑼工業區聯外道路及排水改善計畫-苗栗縣銅鑼鄉自強路人行道改善工程,暘昇工程顧問有限公司,偉泰營造有限公司,民國108年06月24日至108年09月21日,"11,700千元",截至108年08月底實際進度：  72.00%,
10754,107年度道路排水養護工程,暘昇工程顧問有限公司,德泰土木包工業,民國108年07月02日至108年09月29日,"2,397千元",截至108年08月底實際進度：  75.00%,
10755,銅鑼鄉108年農水路工程,穀山技術顧問有限公司,定泰土木包工業,民國108年08月28日至108年11月25日,"2,285千元",截至108年08月底實際進度：   4.50%,
10756,銅鑼鄉新隆村及盛隆村路面改善工程,上昕工程顧問股份有限公司,威志營造有限公司,民國107年07月23日至107年12月14日,"1,674千元",截至108年08月底實際進度： 100.00%,
10757,苗栗縣銅鑼鄉銅鑼工業區聯外道路及排水改善計畫-苗栗縣銅鑼鄉自強大排改善工程,暘昇工程顧問有限公司,苗盛營造有限公司,民國107年08月29日至108年02月24日,"14,298千元",截至108年09月底實際進度： 100.00%,
10758,銅科路接苗38線路口改善工程計畫,暘昇工程顧問有限公司,旭昇營造有限公司,民國108年07月04日至108年10月28日,"1,036千元",截至108年08月底實際進度：  65.00%,
10759,苗栗縣動物收容所視聽室及美容室等設施工程,涂乃仁建築師事務所,翔程土木包工業(苗栗縣),民國108年09月04日至108年11月26日,"2,590千元",截至108年09月底實際進度：  35.56%,
10760,苗栗縣動物收容所焚化爐等設施設備工程,涂乃仁建築師事務所,甸浩營造有限公司,民國108年06月30日至108年10月30日,"5,528千元",截至108年09月底實際進度：  69.25%,
10761,新隆村14鄰168-6號附近野溪整治工程,德眾工程顧問股份有限公司,川石營造有限公司,民國108年07月31日至109年01月26日,"4,362千元",截至108年08月底實際進度：  41.00%,
10762,大窩農路(農苗銅021)改善二期工程,乾坤技術顧問股份有限公司,威泰發營造有限公司,民國108年06月27日至108年10月24日,"4,112千元",截至108年08月底實際進度：  50.00%,
10763,興隆村15鄰野溪整治工程,山河工程顧問有限公司,威志營造有限公司,民國108年04月10日至108年10月19日,"3,840千元",截至108年08月底實際進度：  78.00%,
10764,園區四期銅鑼基地開發工程─公共廁所工程,中興工程顧問股份有限公司,實毅營造股份有限公司,民國108年05月17日至108年11月29日,"19,260千元",截至108年09月底實際進度：  20.15%,
10765,鐵路行車安全改善六年計畫（銅鑼站新建電梯工程）,交通部臺灣鐵路管理局臺中工務段,裕元營造股份有限公司,民國108年08月20日至109年09月12日,"29,880千元",截至108年09月底實際進度：   0.15%,
10766,苗栗縣銅鑼鄉中平村2鄰供水延管工程,台灣自來水股份有限公司第三區管理處,日亨營造有限公司,民國108年08月02日至109年07月01日,"4,263千元",截至108年08月底實際進度： 100.00%,
10767,108年通霄銅鑼營運所轄區管線工程單價採購與管線修漏工程(併案),,日亨營造有限公司,民國108年08月10日至109年08月10日,"36,755千元",截至年月底實際進度：(未填)%,
10768,銅鑼竹森段三條管線遷管工程,台灣中油股份有限公司天然氣事業部北區營業處,平安工程行,民國108年06月25日至108年11月21日,"29,500千元",截至108年09月底實際進度：  70.00%,
10769,銅鑼整流站汰換及大安溪白沙屯整流站新設工程,台灣中油股份有限公司天然氣事業部北區營業處,昕炘工程行,民國108年07月22日至108年10月31日,"4,600千元",截至108年09月底實際進度：  42.00%,
10770,銅鑼加油站綠建築標章認證改善工程,台灣中油股份有限公司油品行銷事業部竹苗營業處,天月工程有限公司,民國108年07月01日至108年11月30日,"2,140千元",截至108年09月底實際進度：  73.80%,
10771,通霄~義和345kV線#42~#49鐵塔及#40~#49延緊線工程,台灣電力股份有限公司輸變電工程處中區施工處,久慶營造有限公司,民國105年11月02日至115年12月30日,"135,200千元",截至108年09月底實際進度：  90.50%,台灣電力股份有限公司輸變電工程處中區施工處
